ensembl_gene_id	external_gene_name	description	entrezgene	hsapiens_homolog_ensembl_gene	hsapiens_homolog_perc_id	hgnc_symbol	Human_description	Human_entrez_geneid	ensembl_peptide_ids	ensembl_transcript_ids	MRL_C1	MRL_C2	MRL_C3	MRL_C4	MRL_C5	MRL_C6	MRL_C7	MRL_C8	MRL_2DG_1	MRL_2DG_2	MRL_2DG_3	MRL_2DG_4	MRL_2DG_5	MRL_2DG_6	MRL_2DG_7	MRL_2DG_8	MRL_2DG_9
ENSMUSG00000000301	Pemt	phosphatidylethanolamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:104535]	18618	ENSG00000133027	75.4237	PEMT	phosphatidylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8830]	10400	ENSMUSP00000099754,ENSMUSP00000116314,ENSMUSP00000099753,ENSMUSP00000120364,ENSMUSP00000000310	ENSMUST00000146461,ENSMUST00000150954,ENSMUST00000143646,ENSMUST00000136660,ENSMUST00000133028,ENSMUST00000102693,ENSMUST00000147422,ENSMUST00000102692,ENSMUST00000148512,ENSMUST00000000310	42	27	22	10	27	10	22	14	46	35	55	21	78	44	39	29	76
ENSMUSG00000000303	Cdh1	cadherin 1 [Source:MGI Symbol;Acc:MGI:88354]	12550	ENSG00000039068	81.1086	CDH1	cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]	999	ENSMUSP00000000312,ENSMUSP00000132112	ENSMUST00000000312,ENSMUST00000167688,ENSMUST00000136580	7	0	35	10	9	13	2	36	0	1	3	0	30	1	14	5	21
ENSMUSG00000000305	Cdh4	cadherin 4 [Source:MGI Symbol;Acc:MGI:99218]	12561	ENSG00000179242	92.552	CDH4	cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]	1002	ENSMUSP00000096594,ENSMUSP00000000314,ENSMUSP00000104539	ENSMUST00000124708,ENSMUST00000098996,ENSMUST00000129659,ENSMUST00000000314,ENSMUST00000108911,ENSMUST00000136411	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3
ENSMUSG00000000308	Ckmt1	creatine kinase, mitochondrial 1, ubiquitous [Source:MGI Symbol;Acc:MGI:99441]	12716	ENSG00000223572	96.6507	CKMT1A	creatine kinase, mitochondrial 1A [Source:HGNC Symbol;Acc:HGNC:31736]	548596	ENSMUSP00000115610,ENSMUSP00000123130,ENSMUSP00000120507,ENSMUSP00000117463,ENSMUSP00000121930,ENSMUSP00000077349,ENSMUSP00000115501,ENSMUSP00000000317	ENSMUST00000128612,ENSMUST00000129130,ENSMUST00000150271,ENSMUST00000126130,ENSMUST00000125221,ENSMUST00000145380,ENSMUST00000153040,ENSMUST00000078222,ENSMUST00000125812,ENSMUST00000000317	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000000308	Ckmt1	creatine kinase, mitochondrial 1, ubiquitous [Source:MGI Symbol;Acc:MGI:99441]	12716	ENSG00000237289	96.6507	CKMT1B	creatine kinase, mitochondrial 1B [Source:HGNC Symbol;Acc:HGNC:1995]	1159	ENSMUSP00000115610,ENSMUSP00000123130,ENSMUSP00000120507,ENSMUSP00000117463,ENSMUSP00000121930,ENSMUSP00000077349,ENSMUSP00000115501,ENSMUSP00000000317	ENSMUST00000128612,ENSMUST00000129130,ENSMUST00000150271,ENSMUST00000126130,ENSMUST00000125221,ENSMUST00000145380,ENSMUST00000153040,ENSMUST00000078222,ENSMUST00000125812,ENSMUST00000000317	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000000317	Bcl6b	B cell CLL/lymphoma 6, member B [Source:MGI Symbol;Acc:MGI:1278332]	12029	ENSG00000161940	90.5063	BCL6B	BCL6B transcription repressor [Source:HGNC Symbol;Acc:HGNC:1002]	255877	ENSMUSP00000121365,ENSMUSP00000000326	ENSMUST00000140542,ENSMUST00000153449,ENSMUST00000000326	29	5	11	3	8	22	22	22	8	28	7	12	7	17	11	4	12
ENSMUSG00000000318	Clec10a	C-type lectin domain family 10, member A [Source:MGI Symbol;Acc:MGI:96975]	17312	ENSG00000132514	43.5065	CLEC10A	C-type lectin domain containing 10A [Source:HGNC Symbol;Acc:HGNC:16916]	10462	ENSMUSP00000099631,ENSMUSP00000115739,ENSMUSP00000137447,ENSMUSP00000136500,ENSMUSP00000000327,ENSMUSP00000117772,ENSMUSP00000136322	ENSMUST00000102571,ENSMUST00000152635,ENSMUST00000178945,ENSMUST00000144935,ENSMUST00000000327,ENSMUST00000180106,ENSMUST00000153959,ENSMUST00000143298,ENSMUST00000178567,ENSMUST00000150966	43	9	11	1	4	1	8	38	0	1	2	0	2	22	37	1	16
ENSMUSG00000000320	Alox12	arachidonate 12-lipoxygenase [Source:MGI Symbol;Acc:MGI:87998]	11684	ENSG00000108839	85.5204	ALOX12	arachidonate 12-lipoxygenase, 12S type [Source:HGNC Symbol;Acc:HGNC:429]	239	ENSMUSP00000000329,ENSMUSP00000104214	ENSMUST00000000329,ENSMUST00000108574	2291	1457	2962	2091	4537	3343	1934	2513	902	2145	2893	1438	2766	6627	3712	2336	4326
ENSMUSG00000000326	Comt	catechol-O-methyltransferase [Source:MGI Symbol;Acc:MGI:88470]	12846	ENSG00000093010	78.1132	COMT	catechol-O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:2228]	1312	ENSMUSP00000130077,ENSMUSP00000121810,ENSMUSP00000000335,ENSMUSP00000111272	ENSMUST00000165430,ENSMUST00000147720,ENSMUST00000000335,ENSMUST00000115609	2599	2446	1568	1667	2587	2231	2162	2581	1851	2317	1918	1767	2537	2374	2726	3379	4069
ENSMUSG00000000339	Rtca	RNA 3'-terminal phosphate cyclase [Source:MGI Symbol;Acc:MGI:1913618]	66368	ENSG00000137996	90.4372	RTCA	RNA 3'-terminal phosphate cyclase [Source:HGNC Symbol;Acc:HGNC:17981]	8634	ENSMUSP00000121357,ENSMUSP00000119463,ENSMUSP00000117610,ENSMUSP00000000348	ENSMUST00000143425,ENSMUST00000153005,ENSMUST00000140677,ENSMUST00000000348,ENSMUST00000124486	3337	3143	2339	2499	3643	3835	3171	2608	3028	3540	3338	2712	3864	3441	3409	3568	3257
ENSMUSG00000000340	Dbt	dihydrolipoamide branched chain transacylase E2 [Source:MGI Symbol;Acc:MGI:105386]	13171	ENSG00000137992	87.1369	DBT	dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698]	1629	ENSMUSP00000143696,ENSMUSP00000143713,ENSMUSP00000000349	ENSMUST00000197201,ENSMUST00000199614,ENSMUST00000196376,ENSMUST00000000349	574	787	622	564	1020	808	859	683	833	766	1101	645	876	877	785	798	547
ENSMUSG00000000346	Dazap2	DAZ associated protein 2 [Source:MGI Symbol;Acc:MGI:1344344]	23994	ENSG00000183283	99.4048	DAZAP2	DAZ associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2684]	9802	ENSMUSP00000000356	ENSMUST00000000356,ENSMUST00000230661,ENSMUST00000229424,ENSMUST00000230384	52784	57732	59286	59230	79171	88407	80597	60542	56003	61466	85470	69759	85868	84443	73173	74910	65743
ENSMUSG00000000355	Mcts1	malignant T cell amplified sequence 1 [Source:MGI Symbol;Acc:MGI:1916245]	68995	ENSG00000232119	99.4475	MCTS1	MCTS1 re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]	28985	ENSMUSP00000000365	ENSMUST00000000365,ENSMUST00000140204,ENSMUST00000148938,ENSMUST00000133128,ENSMUST00000134573	2660	2016	3246	4275	4375	4524	3619	3131	2407	1914	4438	4016	4529	5157	3528	3059	4049
ENSMUSG00000000359	Rem1	rad and gem related GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:1097696]	19700	ENSG00000088320	89.2256	REM1	RRAD and GEM like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:15922]	28954	ENSMUSP00000000369,ENSMUSP00000119532	ENSMUST00000139370,ENSMUST00000000369,ENSMUST00000150913	42	9	30	1	44	29	18	32	11	22	25	12	29	48	20	36	36
ENSMUSG00000000365	Rnf17	ring finger protein 17 [Source:MGI Symbol;Acc:MGI:1353419]	30054	ENSG00000132972	74.3293	RNF17	ring finger protein 17 [Source:HGNC Symbol;Acc:HGNC:10060]	56163	ENSMUSP00000153573,ENSMUSP00000153222,ENSMUSP00000093469	ENSMUST00000225621,ENSMUST00000225361,ENSMUST00000223646,ENSMUST00000225737,ENSMUST00000223627,ENSMUST00000095793	5	7	0	0	3	2	0	10	3	1	8	0	3	0	11	19	0
ENSMUSG00000000374	Trappc10	trafficking protein particle complex 10 [Source:MGI Symbol;Acc:MGI:1336209]	216131	ENSG00000160218	89.9046	TRAPPC10	trafficking protein particle complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:11868]	7109	ENSMUSP00000151489,ENSMUSP00000000384,ENSMUSP00000152048	ENSMUST00000218124,ENSMUST00000217980,ENSMUST00000000384,ENSMUST00000219948,ENSMUST00000217858	3552	4262	2670	2180	2114	2952	2751	2455	3685	3914	3130	2686	2656	2575	3142	3601	3572
ENSMUSG00000000378	Ccm2	cerebral cavernous malformation 2 [Source:MGI Symbol;Acc:MGI:2384924]	216527	ENSG00000136280	91.17	CCM2	CCM2 scaffold protein [Source:HGNC Symbol;Acc:HGNC:21708]	83605	ENSMUSP00000125608,ENSMUSP00000105344,ENSMUSP00000123790,ENSMUSP00000125072,ENSMUSP00000105343,ENSMUSP00000000388	ENSMUST00000144293,ENSMUST00000159007,ENSMUST00000161667,ENSMUST00000109722,ENSMUST00000161501,ENSMUST00000160633,ENSMUST00000109721,ENSMUST00000000388	16244	18149	10403	11269	14431	17297	15674	11474	16754	18963	15357	11187	14407	15243	15542	14579	13732
ENSMUSG00000000381	Wap	whey acidic protein [Source:MGI Symbol;Acc:MGI:98943]	22373		NA			NA	ENSMUSP00000099974	ENSMUST00000141868,ENSMUST00000102910,ENSMUST00000127341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000384	Tbrg4	transforming growth factor beta regulated gene 4 [Source:MGI Symbol;Acc:MGI:1100868]	21379	ENSG00000136270	75.7143	TBRG4	transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:HGNC:17443]	9238	ENSMUSP00000123131,ENSMUSP00000000394,ENSMUSP00000114256,ENSMUSP00000120103,ENSMUSP00000140835,ENSMUSP00000114174	ENSMUST00000150697,ENSMUST00000000394,ENSMUST00000156969,ENSMUST00000151008,ENSMUST00000144463,ENSMUST00000132446,ENSMUST00000134016,ENSMUST00000189268,ENSMUST00000131313,ENSMUST00000131477,ENSMUST00000136682,ENSMUST00000131815	2283	2603	822	1186	1903	1701	1647	1239	2214	2732	1417	1264	2069	1914	1809	2277	2509
ENSMUSG00000000385	Tmprss2	transmembrane protease, serine 2 [Source:MGI Symbol;Acc:MGI:1354381]	50528	ENSG00000184012	78.3673	TMPRSS2	transmembrane serine protease 2 [Source:HGNC Symbol;Acc:HGNC:11876]	7113	ENSMUSP00000156304,ENSMUSP00000156007,ENSMUSP00000000395	ENSMUST00000232141,ENSMUST00000231715,ENSMUST00000232599,ENSMUST00000231908,ENSMUST00000231544,ENSMUST00000000395	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000000386	Mx1	MX dynamin-like GTPase 1 [Source:MGI Symbol;Acc:MGI:97243]	17857	ENSG00000157601	67.5063	MX1	MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]	4599	ENSMUSP00000109397	ENSMUST00000142883,ENSMUST00000238205,ENSMUST00000231461,ENSMUST00000231455,ENSMUST00000113768,ENSMUST00000155233,ENSMUST00000231995,ENSMUST00000238262,ENSMUST00000135184	158	202	54	46	77	62	63	19	79	48	52	37	70	15	48	42	82
ENSMUSG00000000392	Fap	fibroblast activation protein [Source:MGI Symbol;Acc:MGI:109608]	14089	ENSG00000078098	89.4875	FAP	fibroblast activation protein alpha [Source:HGNC Symbol;Acc:HGNC:3590]	2191	ENSMUSP00000134305,ENSMUSP00000133792,ENSMUSP00000134386,ENSMUSP00000000402,ENSMUSP00000134074,ENSMUSP00000099793	ENSMUST00000173745,ENSMUST00000174234,ENSMUST00000172676,ENSMUST00000174448,ENSMUST00000152085,ENSMUST00000000402,ENSMUST00000128139,ENSMUST00000102732,ENSMUST00000136297	5	0	0	0	14	0	7	0	0	0	0	0	0	3	6	24	0
ENSMUSG00000000394	Gcg	glucagon [Source:MGI Symbol;Acc:MGI:95674]	14526	ENSG00000115263	90	GCG	glucagon [Source:HGNC Symbol;Acc:HGNC:4191]	2641	ENSMUSP00000099794,ENSMUSP00000115892	ENSMUST00000155624,ENSMUST00000102733,ENSMUST00000136686	5	5	2	1	2	1	3	1	0	7	5	0	1	1	2	1	0
ENSMUSG00000000399	Ndufa9	NADH:ubiquinone oxidoreductase subunit A9 [Source:MGI Symbol;Acc:MGI:1913358]	66108	ENSG00000139180	78.2493	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9 [Source:HGNC Symbol;Acc:HGNC:7693]	4704	ENSMUSP00000085523,ENSMUSP00000144904	ENSMUST00000200890,ENSMUST00000088194,ENSMUST00000205002	7316	7303	5458	6315	9209	8991	8028	7704	6249	7137	8578	7138	9782	8833	8742	9437	9610
ENSMUSG00000000402	Egfl6	EGF-like-domain, multiple 6 [Source:MGI Symbol;Acc:MGI:1858599]	54156	ENSG00000198759	78.1818	EGFL6	EGF like domain multiple 6 [Source:HGNC Symbol;Acc:HGNC:3235]	25975	ENSMUSP00000000412	ENSMUST00000000412	1	25	15	14	54	34	43	44	32	13	37	56	62	57	33	44	9
ENSMUSG00000000409	Lck	lymphocyte protein tyrosine kinase [Source:MGI Symbol;Acc:MGI:96756]	16818	ENSG00000182866	94.8077	LCK	LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]	3932	ENSMUSP00000119263,ENSMUSP00000099656,ENSMUSP00000066209,ENSMUSP00000125777	ENSMUST00000132030,ENSMUST00000139957,ENSMUST00000123640,ENSMUST00000134336,ENSMUST00000102596,ENSMUST00000067240,ENSMUST00000127943,ENSMUST00000167288	10761	7901	7861	13429	9884	11985	17372	7986	5788	7216	6245	5106	8000	6030	8980	6863	11797
ENSMUSG00000000411	Tssk3	testis-specific serine kinase 3 [Source:MGI Symbol;Acc:MGI:1929914]	58864	ENSG00000162526	97.7612	TSSK3	testis specific serine kinase 3 [Source:HGNC Symbol;Acc:HGNC:15473]	81629	ENSMUSP00000000421	ENSMUST00000000421	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000000416	Cttnbp2	cortactin binding protein 2 [Source:MGI Symbol;Acc:MGI:1353467]	30785	ENSG00000077063	85.8616	CTTNBP2	cortactin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15679]	83992	ENSMUSP00000119383,ENSMUSP00000116878,ENSMUSP00000118432,ENSMUSP00000088089,ENSMUSP00000123162,ENSMUSP00000122590	ENSMUST00000146775,ENSMUST00000129669,ENSMUST00000152499,ENSMUST00000148602,ENSMUST00000139557,ENSMUST00000090601,ENSMUST00000141581,ENSMUST00000142963,ENSMUST00000140416	2	0	1	0	0	0	4	10	0	0	14	9	0	0	26	27	19
ENSMUSG00000000420	Galnt1	polypeptide N-acetylgalactosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:894693]	14423	ENSG00000141429	98.39	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123]	2589	ENSMUSP00000130238,ENSMUSP00000132142,ENSMUSP00000131755,ENSMUSP00000137427,ENSMUSP00000132411,ENSMUSP00000000430	ENSMUST00000164066,ENSMUST00000169474,ENSMUST00000170243,ENSMUST00000171583,ENSMUST00000170191,ENSMUST00000178605,ENSMUST00000164998,ENSMUST00000000430	15548	14826	16950	20411	20316	21747	23761	16776	15632	15488	24658	21805	22335	22981	19534	17673	17522
ENSMUSG00000000435	Myf5	myogenic factor 5 [Source:MGI Symbol;Acc:MGI:97252]	17877	ENSG00000111049	89.4118	MYF5	myogenic factor 5 [Source:HGNC Symbol;Acc:HGNC:7565]	4617	ENSMUSP00000000445	ENSMUST00000000445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000439	Mkrn2	makorin, ring finger protein, 2 [Source:MGI Symbol;Acc:MGI:1914277]	67027	ENSG00000075975	88.4615	MKRN2	makorin ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:7113]	23609	ENSMUSP00000000449	ENSMUST00000000449,ENSMUST00000205248,ENSMUST00000204409	1689	1807	1188	1292	1752	1962	1826	1182	1697	1861	1673	1466	1834	1973	1714	1903	1490
ENSMUSG00000000440	Pparg	peroxisome proliferator activated receptor gamma [Source:MGI Symbol;Acc:MGI:97747]	19016	ENSG00000132170	92.4753	PPARG	peroxisome proliferator activated receptor gamma [Source:HGNC Symbol;Acc:HGNC:9236]	5468	ENSMUSP00000145083,ENSMUSP00000131962,ENSMUSP00000144975,ENSMUSP00000000450,ENSMUSP00000145525	ENSMUST00000204305,ENSMUST00000171644,ENSMUST00000203308,ENSMUST00000205213,ENSMUST00000203896,ENSMUST00000000450,ENSMUST00000203732	281	81	115	73	112	201	104	311	27	22	63	17	105	77	174	50	149
ENSMUSG00000000441	Raf1	v-raf-leukemia viral oncogene 1 [Source:MGI Symbol;Acc:MGI:97847]	110157	ENSG00000132155	97.6852	RAF1	Raf-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:9829]	5894	ENSMUSP00000115424,ENSMUSP00000000451,ENSMUSP00000108571,ENSMUSP00000145520,ENSMUSP00000144937	ENSMUST00000203826,ENSMUST00000147979,ENSMUST00000203276,ENSMUST00000000451,ENSMUST00000112949,ENSMUST00000124553,ENSMUST00000204512,ENSMUST00000203759,ENSMUST00000127503,ENSMUST00000130528,ENSMUST00000203142	4742	5019	3479	3284	4452	4956	5286	4038	4785	5499	5009	4125	5155	5078	4952	4957	4672
ENSMUSG00000000486	Septin1	septin 1 [Source:MGI Symbol;Acc:MGI:1858916]	100043580	ENSG00000180096	95.6284	SEPTIN1	septin 1 [Source:HGNC Symbol;Acc:HGNC:2879]	1731	ENSMUSP00000145906,ENSMUSP00000101920,ENSMUSP00000101921,ENSMUSP00000114468,ENSMUSP00000146307	ENSMUST00000133913,ENSMUST00000205570,ENSMUST00000106313,ENSMUST00000133733,ENSMUST00000138541,ENSMUST00000106314,ENSMUST00000133591,ENSMUST00000142356,ENSMUST00000131208,ENSMUST00000152267	10230	11322	7223	9731	12243	12297	11081	8029	10977	12992	10605	9253	12137	12873	12145	12514	11864
ENSMUSG00000000489	Pdgfb	platelet derived growth factor, B polypeptide [Source:MGI Symbol;Acc:MGI:97528]	18591	ENSG00000100311	89.6266	PDGFB	platelet derived growth factor subunit B [Source:HGNC Symbol;Acc:HGNC:8800]	5155	ENSMUSP00000000500,ENSMUSP00000155133,ENSMUSP00000154843	ENSMUST00000000500,ENSMUST00000229912,ENSMUST00000229168,ENSMUST00000229795	91	9	34	10	35	27	47	83	18	8	3	9	29	11	58	30	89
ENSMUSG00000000530	Acvrl1	activin A receptor, type II-like 1 [Source:MGI Symbol;Acc:MGI:1338946]	11482	ENSG00000139567	88.8446	ACVRL1	activin A receptor like type 1 [Source:HGNC Symbol;Acc:HGNC:175]	94	ENSMUSP00000113536,ENSMUSP00000000542,ENSMUSP00000113297,ENSMUSP00000114027,ENSMUSP00000113505,ENSMUSP00000122998,ENSMUSP00000115241,ENSMUSP00000112490,ENSMUSP00000114829	ENSMUST00000119063,ENSMUST00000000542,ENSMUST00000120028,ENSMUST00000121718,ENSMUST00000117984,ENSMUST00000128868,ENSMUST00000130432,ENSMUST00000128525,ENSMUST00000144229,ENSMUST00000120754,ENSMUST00000124151	602	266	359	542	506	520	545	471	207	241	184	76	207	292	435	306	474
ENSMUSG00000000531	Tamalin	trafficking regulator and scaffold protein tamalin [Source:MGI Symbol;Acc:MGI:1860303]	56149	ENSG00000161835	91.3265	TAMALIN	trafficking regulator and scaffold protein tamalin [Source:HGNC Symbol;Acc:HGNC:18707]	160622	ENSMUSP00000000543	ENSMUST00000000543	227	284	264	187	189	218	210	108	234	315	181	141	110	128	96	121	165
ENSMUSG00000000532	Acvr1b	activin A receptor, type 1B [Source:MGI Symbol;Acc:MGI:1338944]	11479	ENSG00000135503	98.2178	ACVR1B	activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172]	91	ENSMUSP00000000544	ENSMUST00000000544	301	410	212	173	198	254	275	282	391	369	317	280	299	296	255	391	365
ENSMUSG00000000538	Tom1l2	target of myb1-like 2 (chicken) [Source:MGI Symbol;Acc:MGI:2443306]	216810	ENSG00000175662	94.8718	TOM1L2	target of myb1 like 2 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11984]	146691	ENSMUSP00000063414,ENSMUSP00000121936,ENSMUSP00000099744,ENSMUSP00000092884,ENSMUSP00000099743,ENSMUSP00000090734,ENSMUSP00000117623,ENSMUSP00000090736	ENSMUST00000151284,ENSMUST00000064019,ENSMUST00000143124,ENSMUST00000102683,ENSMUST00000095254,ENSMUST00000102682,ENSMUST00000093046,ENSMUST00000133420,ENSMUST00000142225,ENSMUST00000093048,ENSMUST00000153920	1320	1359	785	658	1031	1052	1028	901	1572	1625	959	772	943	1071	1187	1004	936
ENSMUSG00000000544	Gpa33	glycoprotein A33 (transmembrane) [Source:MGI Symbol;Acc:MGI:1891703]	59290	ENSG00000143167	66.1442	GPA33	glycoprotein A33 [Source:HGNC Symbol;Acc:HGNC:4445]	10223	ENSMUSP00000060147,ENSMUSP00000132753,ENSMUSP00000125903	ENSMUST00000060833,ENSMUST00000166159,ENSMUST00000027847,ENSMUST00000166860	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000552	Zfp385a	zinc finger protein 385A [Source:MGI Symbol;Acc:MGI:1352495]	29813	ENSG00000161642	91.1917	ZNF385A	zinc finger protein 385A [Source:HGNC Symbol;Acc:HGNC:17521]	25946	ENSMUSP00000155498,ENSMUSP00000130176,ENSMUSP00000155501	ENSMUST00000229373,ENSMUST00000168828,ENSMUST00000229551	436	314	182	271	447	244	215	191	362	422	265	266	403	424	405	410	383
ENSMUSG00000000555	Itga5	integrin alpha 5 (fibronectin receptor alpha) [Source:MGI Symbol;Acc:MGI:96604]	16402	ENSG00000161638	90.4084	ITGA5	integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]	3678	ENSMUSP00000023128,ENSMUSP00000148865	ENSMUST00000230775,ENSMUST00000023128,ENSMUST00000215331,ENSMUST00000230460	141	73	71	10	72	83	70	132	43	46	78	95	260	119	258	447	909
ENSMUSG00000000560	Gabra2	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2 [Source:MGI Symbol;Acc:MGI:95614]	14395	ENSG00000151834	97.7827	GABRA2	gamma-aminobutyric acid type A receptor subunit alpha2 [Source:HGNC Symbol;Acc:HGNC:4076]	2555	ENSMUSP00000143645,ENSMUSP00000142892,ENSMUSP00000000572	ENSMUST00000197124,ENSMUST00000198625,ENSMUST00000199012,ENSMUST00000197284,ENSMUST00000000572,ENSMUST00000199861	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000561	Wdr77	WD repeat domain 77 [Source:MGI Symbol;Acc:MGI:1917715]	70465	ENSG00000116455	89.7661	WDR77	WD repeat domain 77 [Source:HGNC Symbol;Acc:HGNC:29652]	79084	ENSMUSP00000122465,ENSMUSP00000010278,ENSMUSP00000120517	ENSMUST00000128005,ENSMUST00000151263,ENSMUST00000010278,ENSMUST00000130994,ENSMUST00000127464	1594	1727	1258	1804	1894	1404	1356	2052	1853	1851	1926	2013	2325	2361	1562	1434	1917
ENSMUSG00000000562	Adora3	adenosine A3 receptor [Source:MGI Symbol;Acc:MGI:104847]	69296	ENSG00000282608	73.3542	ADORA3	adenosine A3 receptor [Source:HGNC Symbol;Acc:HGNC:268]	140	ENSMUSP00000126710,ENSMUSP00000000574	ENSMUST00000164730,ENSMUST00000197613,ENSMUST00000000574	100	62	73	102	115	82	75	61	45	55	70	41	78	108	126	79	95
ENSMUSG00000000563	Atp5pb	ATP synthase peripheral stalk-membrane subunit b [Source:MGI Symbol;Acc:MGI:1100495]	11950	ENSG00000116459	80.4688	ATP5PB	ATP synthase peripheral stalk-membrane subunit b [Source:HGNC Symbol;Acc:HGNC:840]	515	ENSMUSP00000115496,ENSMUSP00000143734,ENSMUSP00000113022	ENSMUST00000123959,ENSMUST00000133320,ENSMUST00000153666,ENSMUST00000199311,ENSMUST00000118209,ENSMUST00000143022	14529	13786	12204	15808	21916	19648	14826	13652	13277	13177	17936	17200	21965	22510	16746	17123	17281
ENSMUSG00000000567	Sox9	SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]	20682	ENSG00000125398	97.0414	SOX9	SRY-box transcription factor 9 [Source:HGNC Symbol;Acc:HGNC:11204]	6662	ENSMUSP00000000579	ENSMUST00000000579	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000000568	Hnrnpd	heterogeneous nuclear ribonucleoprotein D [Source:MGI Symbol;Acc:MGI:101947]	11991	ENSG00000138668	96.338	HNRNPD	heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]	3184	ENSMUSP00000131785,ENSMUSP00000143218,ENSMUSP00000019128,ENSMUSP00000108561,ENSMUSP00000127833,ENSMUSP00000125984,ENSMUSP00000132735,ENSMUSP00000131859,ENSMUSP00000131262,ENSMUSP00000072533	ENSMUST00000164833,ENSMUST00000170912,ENSMUST00000019128,ENSMUST00000112939,ENSMUST00000171640,ENSMUST00000171786,ENSMUST00000172361,ENSMUST00000168396,ENSMUST00000171106,ENSMUST00000170654,ENSMUST00000072750	6440	5634	6400	8500	7491	8536	8164	6804	7305	6235	8566	7321	7656	8121	7305	6398	8468
ENSMUSG00000000579	Dynlt1c	dynein light chain Tctex-type 1C [Source:MGI Symbol;Acc:MGI:3807476]	100040563	ENSG00000146425	93.8053	DYNLT1	dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]	6993	ENSMUSP00000090644	ENSMUST00000124894,ENSMUST00000149027,ENSMUST00000092966,ENSMUST00000138598	513	524	248	257	330	443	321	391	496	594	479	301	368	447	344	302	326
ENSMUSG00000000581	C1d	C1D nuclear receptor co-repressor [Source:MGI Symbol;Acc:MGI:1927354]	57316	ENSG00000197223	90.0709	C1D	C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29911]	10438	ENSMUSP00000121134,ENSMUSP00000000594	ENSMUST00000131227,ENSMUST00000135568,ENSMUST00000130330,ENSMUST00000156784,ENSMUST00000000594	1980	1411	2196	2414	2769	2521	2204	1764	1817	1599	2455	2322	2663	3036	2104	1925	2392
ENSMUSG00000000594	Gm2a	GM2 ganglioside activator protein [Source:MGI Symbol;Acc:MGI:95762]	14667	ENSG00000196743	67.3575	GM2A	GM2 ganglioside activator [Source:HGNC Symbol;Acc:HGNC:4367]	2760	ENSMUSP00000000608	ENSMUST00000000608	68536	63889	55246	70560	112612	79785	68642	55434	57177	74428	78378	71516	109039	99304	79178	90348	62934
